"Query_sequence","Most_common_class.level.assignment","Class.level_assignment","Most_common_order.level.assignment","Order.level_assignment","Most_common_family.level.assignment","Family.level_assignment","Taxon_assignment","Likelihood_weight","otu","Extraction_ID","Tree_ID","site_ID"
"EUSF0746_ITS1F_G05_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00746","S3T2","S3"
"EUSF0747_ITS1F_F05_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00747","S3T2","S3"
"EUSF0748_ITS1F_H05_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF00748","S3T2","S3"
"EUSF0749_ITS1F_A06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF00749","S3T2","S3"
"EUSF0750_ITS1F_B06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00750","S3T2","S3"
"EUSF0751_ITS1F_C06_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","unclassified","unclassified","Cyclaneusma_minus","0.996333","OTU137","EUSF00751","S3T2","S3"
"EUSF0752_ITS1F_D06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF00752","S3T2","S3"
"EUSF0753_ITS1F_E06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF00753","S3T2","S3"
"EUSF0754_ITS1F_F06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00754","S3T2","S3"
"EUSF0755_ITS1F_G06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00755","S3T2","S3"
"EUSF0756_ITS1F_H06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00756","S3T2","S3"
"EUSF0758_ITS1F_B07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria,Coniochaeta_tetraspora,Coniochaeta_velutina,Coniochaeta_lignicola,Coniochaeta_hoffmannii,Coniochaeta_discoidea,Coniochaeta_mutabilis,Coniochaeta_ostrea,Coniochaeta_decumbens","0.986849","OTU142","EUSF00758","S3T2","S3"
"EUSF0759_ITS1F_C07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00759","S3T2","S3"
"EUSF0760_ITS1F_D07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF00760","S3T2","S3"
"EUSF0761_ITS1F_E07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.444213, 0.343313, 0.206794","OTU122","EUSF00761","S3T2","S3"
"EUSF0762_ITS1F_F07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00762","S3T2","S3"
"EUSF0763_ITS1F_G07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00763","S3T2","S3"
"EUSF0764_ITS1F_H07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00764","S3T2","S3"
"EUSF0765_ITS1F_A08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00765","S3T2","S3"
"EUSF0766_ITS1F_B08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00766","S3T2","S3"
"EUSF0767_ITS1F_C08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.684337, 0.172285, 0.130591","OTU15","EUSF00767","S3T2","S3"
"EUSF0768_ITS1F_D08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF00768","S3T2","S3"
"EUSF0769_ITS1F_E08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU176","EUSF00769","S3T2","S3"
"EUSF0770_ITS1F_F08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.976254","OTU260","EUSF00770","S3T2","S3"
"EUSF0771_ITS1F_G08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Cercospora_beticola","0.550287, 0.334177, 0.115536","OTU6","EUSF00771","S3T2","S3"
"EUSF0773_ITS1F_A09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Pseudocercospora_fijiensis","0.830707, 0.144650","OTU165","EUSF00773","S3T2","S3"
"EUSF0774_ITS1F_B09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU252","EUSF00774","S3T2","S3"
"EUSF0775_ITS1F_C09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00775","S3T2","S3"
"EUSF0776_ITS1F_D09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00776","S3T2","S3"
"EUSF0777_ITS1F_E09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Cercospora_beticola","0.550287, 0.334177, 0.115536","OTU6","EUSF00777","S3T2","S3"
"EUSF0778_ITS1F_F09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00778","S3T2","S3"
"EUSF0779_ITS1F_G09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00779","S3T2","S3"
"EUSF0781_ITS1F_A10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00781","S3T2","S3"
"EUSF0782_ITS1F_B10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF00782","S3T3","S3"
"EUSF0783_ITS1F_C10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.667688, 0.178178, 0.138622","OTU152","EUSF00783","S3T3","S3"
"EUSF0784_ITS1F_D10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria","0.998077","OTU204","EUSF00784","S3T3","S3"
"EUSF0785_ITS1F_E10_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","Dermateaceae","Dermateaceae","Pezicula_carpinea","0.997628","OTU248","EUSF00785","S3T3","S3"
"EUSF0786_ITS1F_F10_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","unclassified","unclassified","Cyclaneusma_minus","0.995215","OTU106","EUSF00786","S3T3","S3"
"EUSF0787_ITS1F_G10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF00787","S3T3","S3"
"EUSF0788_ITS1F_H10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00788","S3T3","S3"
"EUSF0789_ITS1F_A11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria","0.998077","OTU204","EUSF00789","S3T3","S3"
"EUSF0790_ITS1F_B11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU48","EUSF00790","S3T3","S3"
"EUSF0791_ITS1F_C11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.512708, 0.267276, 0.201020","OTU87","EUSF00791","S3T3","S3"
"EUSF0792_ITS1F_D11_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","unclassified","unclassified","Cyclaneusma_minus","0.996541","OTU33","EUSF00792","S3T3","S3"
"EUSF0793_ITS1F_E11_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","Dermateaceae","Dermateaceae","Pezicula_carpinea","0.997628","OTU248","EUSF00793","S3T3","S3"
"EUSF0794_ITS1F_F11_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF00794","ZUSF01038","ZU"
"EUSF0795_ITS1F_G11_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00795","S3T4","S3"
"EUSF0796_ITS1F_H11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU3","EUSF00796","S3T4","S3"
"EUSF0797_ITS1F_A12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.586598, 0.212259, 0.201143","OTU117","EUSF00797","S3T4","S3"
"EUSF0799_ITS1F_C12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00799","S3T4","S3"
"EUSF0800_ITS1F_D12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00800","S3T4","S3"
"EUSF0801_ITS1F_E12_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU127","EUSF00801","S3T4","S3"
"EUSF0802_ITS1F_F12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.416376, 0.369087, 0.203116","OTU143","EUSF00802","S3T4","S3"
"EUSF0803_ITS1F_G12_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU238","EUSF00803","S3T4","S3"
"EUSF0804_ITS1F_B01_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00804","S3T4","S3"
"EUSF0805_ITS1F_C01_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.536023, 0.235698, 0.228279","OTU218","EUSF00805","S3T4","S3"
"EUSF0806_ITS1F_D01_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00806","S3T4","S3"
"EUSF0807_ITS1F_E01_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00807","S3T5","S3"
"EUSF0808_ITS1F_F01_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF00808","S3T4","S3"
"EUSF0809_ITS1F_G01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria,Coniochaeta_hoffmannii","0.958463","OTU186","EUSF00809","S3T4","S3"
"EUSF0810_ITS1F_H01_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00810","S3T5","S3"
"EUSF0811_ITS1F_A02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF00811","S3T4","S3"
"EUSF0812_ITS1F_B02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00812","S3T4","S3"
"EUSF0814_ITS1F_D02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00814","S3T4","S3"
"EUSF0815_ITS1F_E02_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pyronemataceae","Pyronemataceae","Tricharina_praecox","1","OTU148","EUSF00815","S3T4","S3"
"EUSF0816_ITS1F_F02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF00816","S3T4","S3"
"EUSF0817_ITS1F_G02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU127","EUSF00817","S3T4","S3"
"EUSF0818_ITS1F_H02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999901","OTU265","EUSF00818","S3T4","S3"
"EUSF0819_ITS1F_A03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00819","S3T4","S3"
"EUSF0820_ITS1F_B03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00820","S3T4","S3"
"EUSF0821_ITS1F_C03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF00821","S3T4","S3"
"EUSF0822_ITS1F_D03_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.990633","OTU38","EUSF00822","S3T4","S3"
"EUSF0823_ITS1F_E03_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00823","S3T5","S3"
"EUSF0824_ITS1F_F03_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla","1","OTU230","EUSF00824","S3T4","S3"
"EUSF0825_ITS1F_G03_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00825","S3T4","S3"
"EUSF0827_ITS1F_A04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU238","EUSF00827","S3T4","S3"
"EUSF0828_ITS1F_B04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00828","S3T4","S3"
"EUSF0829_ITS1F_C04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF00829","S3T4","S3"
"EUSF0830_ITS1F_D04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.999451","OTU12","EUSF00830","S3T4","S3"
"EUSF0831_ITS1F_E04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00831","S3T4","S3"
"EUSF0832_ITS1F_F04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00832","S3T4","S3"
"EUSF0833_ITS1F_G04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU231","EUSF00833","S3T4","S3"
"EUSF0834_ITS1F_H04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.990651","OTU55","EUSF00834","S3T4","S3"
"EUSF0835_ITS1F_A05_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00835","S3T4","S3"
"EUSF0836_ITS1F_B05_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.990633","OTU38","EUSF00836","S3T4","S3"
"EUSF0838_ITS1F_D05_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00838","S3T4","S3"
"EUSF0839_ITS1F_E05_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.990633","OTU38","EUSF00839","S3T5","S3"
"EUSF0840_ITS1F_F05_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Cercospora_beticola","0.550287, 0.334177, 0.115536","OTU6","EUSF00840","S3T5","S3"
"EUSF0841_ITS1F_G05_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_viridicatum,Penicillium_freii","0.999994","OTU214","EUSF00841","S3T5","S3"
"EUSF0842_ITS1F_H05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF00842","S3T5","S3"
"EUSF0843_ITS1F_A06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla","1","OTU230","EUSF00843","S3T5","S3"
"EUSF0844_ITS1F_B06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Pseudocercospora_fijiensis","0.999991","OTU8","EUSF00844","S3T5","S3"
"EUSF0845_ITS1F_C06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00845","S3T5","S3"
"EUSF0846_ITS1F_D06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999902","OTU185","EUSF00846","S3T5","S3"
"EUSF0847_ITS1F_E06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Cercospora_beticola","0.550287, 0.334177, 0.115536","OTU6","EUSF00847","S3T5","S3"
"EUSF0848_ITS1F_F06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00848","S3T5","S3"
"EUSF0850_ITS1F_H06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00850","S3T5","S3"
"EUSF0851_ITS1F_A07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Pseudocercospora_fijiensis","0.999991","OTU8","EUSF00851","S3T5","S3"
"EUSF0852_ITS1F_B07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF00852","S3T5","S3"
"EUSF0853_ITS1F_C07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00853","S3T5","S3"
"EUSF0854_ITS1F_D07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00854","S3T5","S3"
"EUSF0856_ITS1F_F07_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_viridicatum,Penicillium_freii","0.895740, 0.069317","OTU44","EUSF00856","S3T5","S3"
"EUSF0857_ITS1F_G07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00857","S3T5","S3"
"EUSF0859_ITS1F_A08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF00859","S3T5","S3"
"EUSF0860_ITS1F_B08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00860","S3T5","S3"
"EUSF0861_ITS1F_C08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00861","S3T5","S3"
