strain_name,Phylum,Order,GenusSpecies,AFTOL-ID,Strain_voucher,x18S,x28S,RPB1,RPB2,EF1A,nucITS,PreviousName
1004_Pleopsidium_chlorophanum,Ascomycota,Acarosporales, Pleopsidium chlorophanum ,1004, VR 8-VIII-02/8 , DQ525541, DQ842017, DQ782858, DQ525442, DQ782920, DQ525474,
940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
564_Pleurotus_ostreatus,Basidiomycota,Agaricales, Pleurotus ostreatus ,564, TENN 53662 , AY657015, AY645052, AY862186, AY786062, AY883432, AY854077,
625_Pluteus_romellii,Basidiomycota,Agaricales, Pluteus romellii ,625, ECV 3201, AY657014, AY634279, AY862187, AY786063, AY883433, AY854065,
1192_Pneumocystis_carinii,Ascomycota,Pneumo-cystidiales, Pneumocystis carinii ,1192,  GenBank,  S83267.1,  AF047831,  B, AY485631,  --, M86760.1,
1085_Podospora_anserina,Ascomycota,Sordariales, Podospora anserina ,1085,  GenBank,  D, --, D, D, X74799,  AF388930,
24_Polychytrium_aggregatum,Chytridiomycota,Chytridiales, Polychytrium aggregatum ,24, JEL109, AY601711, AY546686, DQ294584, DQ302770, DQ282604, AY997074,
Populus_trichocarpa,Plantae,, Populus trichocarpa ,, GenBank,  --, --, G, G, G, AJ006440,
744_Potebniamyces_pyri,Ascomycota,Rhytismatales, Potebniamyces pyri ,744, OSC 100199, DQ470997, DQ470949, --, DQ470900, DQ471068, DQ491510,
266_Protomyces_inouyei,Ascomycota,Protomycetales, Protomyces inouyei ,266, IAM 14512 , AY548295  , AY548294  , -- , AY548299 , DQ497611 , DQ497617,
1459_Puccinia_graminis,Basidiomycota,Uredinales, Puccinia graminis ,1459,  GenBank,  AY125409,  AF522177,  --, --, X73529,  AF468044,
283_Pyrenophora_phaeocomes,Ascomycota,Pleosporales, Pyrenophora phaeocomes ,283, DAOM 222769 , DQ499595, DQ499596, --, DQ497614, DQ497607, DQ491507,
387_Pyrenula_pseudobufonia,Ascomycota,Pyrenulales, Pyrenula pseudobufonia ,387, VR 14-VI-02/5 , AY641001, AY640962, DQ840558, AY641068, --, DQ782845,
342_Pyrgillus_javanicus,Ascomycota,Pyrenulales, Pyrgillus javanicus ,342, 03.24.03-9, DQ823110, DQ823103, DQ842010, DQ842009, --, DQ826741,
949_Pyronema_domesticum,Ascomycota,Pezizales, Pyronema domesticum ,949, OSC 100503, DQ247813, DQ247805, DQ471166, DQ247795, DQ471093, DQ491517,
724_Ramaria_rubella,Basidiomycota,Aphyllophorales, Ramaria rubella ,724, PBM 2408, AY707095,  AY645057, AY864866, AY786064, AY883435, AY854078,
659_Rhinocladiella_anceps,Ascomycota,Chaetothyriales, Rhinocladiella_anceps,659, WUC375, DQ823109, DQ823102, DQ840557, DQ840564, DQ840568, DQ826740,Ramichloridium anceps
20_Rhizoclosmatium_cf_globosum,Chytridiomycota,Chytridiales, Rhizoclosmatium_cf_globosum,20, JEL347-h, AY601709, DQ273769, DQ294581, DQ302768, DQ282601, AY997076,Rhizoclosmatium sp.
845_Rhizophagus_intraradices,Glomeromycota,Glomerales, Rhizophagus_intraradices,845, 4695rac-11G2 , DQ322630, DQ273828, DQ294603, DQ302794, DQ282611, AY997054,Glomus intraradices
43_Rhizophlyctis_rosea,Chytridiomycota,Spizello-mycetales, Rhizophlyctis rosea ,43, JEL318, AY635829, DQ273787, DQ294597, DQ302786, DQ282617, AY997062,
1241_Rhizopus_oryzae,Zygomycota,Mucorales, Rhizopus oryzae ,1241, GenBank, AF113440, AY213626, C, AACW02000219 REGION: 138893.. 141577 , AACW02000199 REGION: 121681.. 122907 , AB097334,
142_Rhopalomyces_elegans,Zygomycota,Zoopagales, Rhopalomyces elegans ,142, NRRL A-10835 , AY635834, DQ273795, DQ294596, DQ302785, DQ282616, --,
126_Roccella_fuciformis,Ascomycota,Arthoniales, Roccella fuciformis ,126,15572, AY584678, AY584654, DQ782825, DQ782866, --, DQ782840,
297_Rozella_allomycis,Chytridiomycota,Spizello-mycetales, Rozella allomycis ,297, UCB 47-54, AY635838, DQ273803, DQ294582, DQ302791, paralog, AY997087,
1069_Saccharomyces_cerevisiae,Ascomycota,Saccharo-mycetales, Saccharomyces cerevisiae ,1069, GenBank, Z75578, U53879 REGION: 24144.. 25525, X96876, Z75059, M10992, Z73326,
50_Sarcoscypha_coccinea,Ascomycota,Pezizales, Sarcoscypha coccinea ,50, OSC 100003, AY544691, AY544647, --, DQ497612, --, DQ491486,
1199_Schizosaccharomyces_pombe,Ascomycota,Schizosaccharo-mycetales, Schizosaccharomyces pombe ,1199, GenBank, X54866, Z19136, X56564, D13337, U42189, Z19578,
62_Scutellinia_scutellata,Ascomycota,Pezizales, Scutellinia scutellata ,62, OSC 100015, DQ247814, DQ247806, --, DQ247796, DQ471047, DQ491492,
80_Simonyella_variegata,Ascomycota,Arthoniales, Simonyella variegata ,80, 14310a, AY584669, AY584645, DQ782819, DQ782861, DQ782891, DQ782835,
216_Sordaria_fimicola,Ascomycota,Sordariales, Sordaria fimicola ,216,,  AY545724, AY545728, --, --, DQ518175, DQ518178,
430_Spiromastix_warcupii,Ascomycota,Onygenales, Spiromastix warcupii ,430, CBS 576.63, DQ782882, DQ782909, --, DQ782870, DQ782900, DQ782848,
185_Spiromyces_aspiralis,Zygomycota,Kickxellales, Spiromyces aspiralis ,185, NRRL22631, AF007543, DQ273801, DQ294599, DQ302790, DQ282621, AY997090,
182_Spizellomyces_punctatus,Chytridiomycota,Spizello-mycetales, Spizellomyces punctatus ,182, ATCC48900, AY546684, AY546692, DQ294586, DQ302773, paralog, AY997092,
697_Staurothele_frustulenta,Ascomycota,Verrucariales, Staurothele frustulenta ,697,53935, DQ823105, DQ823098, DQ840553, DQ840560, --, DQ826736,
492_Stereum_hirsutum,Basidiomycota,Russulales, Stereum hirsutum ,492, FPL8805, AF026588, AF393078, AY864885 -6 , AY218520, AY885159, AY854063,
675_Sterigmatomyces_hyphaenes,Basidiomycota,Agaricostilbales, Sterigmatomyces_hyphaenes,675, CBS 7811, AY665775, AY634278, AY788845, AY780933, AY879114, AY789077,Agaricostilbum hyphaenes
398_Stictis_radiata,Ascomycota,Ostropales, Stictis radiata ,398,  JP222, U20610,  AF356663,  --, AY641079,  --, DQ782846,
717_Suillus_pictus,Basidiomycota,Boletales, Suillus pictus ,717, MB 03-002, AY662659, AY684154, AY858965, AY786066, AY883429, AY854069,
635_Synchytrium_macrosporum,Chytridiomycota,Chytridiales, Synchytrium macrosporum ,635, DUH0009363 , DQ322623, DQ273820, DQ294605, DQ302792, DQ282622, AY997095,
265_Taphrina_wiesneri,Ascomycota,Taphrinales, Taphrina wiesneri ,265, IAM 14515, AY548293, AY548292, --, AY548298, DQ479936, DQ497616,
Thalassiosira_pseudonana,Chromista,, Thalassiosira pseudonana ,, GenBank, AF374481,  --, AAFD01000071 REGION: 25606.. 28760 , AAFD01000966 REGION: 31046.. 33994 , AAFD01001599 REGION: 5653 .. 7347 , --,
865_Tilletiaria_anomala,Basidiomycota,George-fischeriales, Tilletiaria anomala ,865, CBS 436.72, AY803752, AY745715, DQ234571, AY803750, --, DQ234558,
Toxoplasma_gondii,Apicomplexa,, Toxoplasma gondii  ,, GenBank,X75429,X75429,F,F,F,X75429,
962_Trapelia_placodioides,Ascomycota,Agyriales, Trapelia placodioides ,962,  AF119500, AF274103, DQ366259, DQ366260, DQ366258, AF274081,,
1036_Trematosphaeria_heterospora,Ascomycota,Pleosporales, Trematosphaeria heterospora ,1036, CBS 644.86, AY016354, AY016369, --, DQ497615, DQ497609, --,
52_Trichoderma_citrinum,Ascomycota,Hypocreales, Trichoderma_citrinum,52, OSC 100005, AY544693, AY544649, DQ522853, --, DQ471043, DQ491488,Hypocrea citrina
64_Trichoglossum_hirsutum,Ascomycota,Helotiales, Trichoglossum hirsutum ,64, OSC 100017, Y544697, AY544653, DQ471119, DQ470881, DQ471049, DQ491494,
144_Umbelopsis_ramanniana,Zygomycota,Mucorales, Umbelopsis ramanniana ,144, NRRL5844, DQ322627, DQ273797, DQ294598, DQ302787, AF157258, AY997097,
645_Umbilicaria_mammulata,Ascomycota,Umbilicariales, Umbilicaria mammulata ,645, 03.07.04-5, AY648114, DQ782912, DQ782831, DQ782873, DQ782903, DQ782851,
505_Ustilago_maydis,Basidiomycota,Ustilaginales, Ustilago maydis ,505, GenBank, X62396, AF453938, XM401478, AY485636, AY885160, AY854090,
674_Ustilentyloma_graminis,Basidiomycota,Microbotryales, Ustilentyloma_graminis,674, CBS 6403, AY657013, AY631901, --, DQ234555, --, DQ234557,Rhodotorula hordea
1037_Westerdykella_cylindrica,Ascomycota,Pleosporales, Westerdykella cylindrica ,1037, CBS 454.72, AY016355, AY779322, DQ471168, DQ470925, DQ497610, DQ491519,
958_Xalocoa_ocellata,Ascomycota,Ostropales, Xalocoa_ocellata,958, E-995, AF038877, AY605077, DQ366252, DQ366253, DQ366251, AF098411,Diploschistes ocellatus
63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
1076_Yarrowia_lipolytica,Ascomycota,Saccharo-mycetales, Yarrowia lipolytica ,1076, GenBank, AB018158, AJ616903, XM_501909 , XM_502376 , XM_501628 , --,
29_Zancudomyces_culisetae,Zygomycota,Harpellales, Zancudomyces_culisetae,29, COL-18-3, AF007540, DQ273773, DQ294593, DQ302782, AB077104, AY997089,Smittium culisetae
1068_Encephalitozoon_cuniculi,Microsporidia,, Encephalitozoon cuniculi ,1068, genome, AJ005581, AJ005581, AL590443, AL590449 REGION: 26605..30030 , NC_003231 , AJ005581,
1089_Antonospora_locustae,Microsporidia,, Antonospora locustae ,1089, genome, AY376351, --, AF061288, E, AY452734, --,
EUSF01021,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00785,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00956,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00961,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00954,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01005,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00793,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00963,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00897,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00874,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00663,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00640,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00636,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00715,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00948,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00933,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01694,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01546,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01215,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01092,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01091,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01088,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01067,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01064,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00726,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00665,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00648,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00634,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00598,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00960,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00786,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00751,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00667,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01063,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00601,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01542,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00718,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00602,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00651,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00792,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01151,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01085,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01076,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01202,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00949,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01010,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00580,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01211,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01616,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01530,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00556,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01419,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01532,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01611,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01206,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00589,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00664,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00620,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01633,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01434,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00546,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01118,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01323,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00661,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00653,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01876,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
